'=Observacion	Vista_exterior	Temperatura	Humedad	Viento	*Jugar_tenis
7995	1	1	1	1	0
7996	1	1	1	2	0
7997	2	1	1	1	1
7998	3	2	1	1	1
7999	3	3	2	1	1
8000	3	3	2	2	0
8001	2	3	2	2	1
8002	1	2	1	1	0
8003	1	3	2	1	1
8004	3	2	2	1	1
8005	1	2	2	2	1
8006	2	2	1	2	1
8007	2	1	2	1	1
8008	3	2	1	2	0
8009	1	1	1	1	0
8010	1	1	1	2	0
8011	2	1	1	1	1
8012	3	2	1	1	1
8013	3	3	2	1	1
8014	3	3	2	2	0
8015	2	3	2	2	1
8016	1	2	1	1	0
8017	1	3	2	1	1
8018	3	2	2	1	1
8019	1	2	2	2	1
8020	2	2	1	2	1
8021	2	1	2	1	1
8022	3	2	1	2	0
8023	1	1	1	1	0
8024	1	1	1	2	0
8025	2	1	1	1	1
8026	3	2	1	1	1
8027	3	3	2	1	1
8028	3	3	2	2	0
8029	2	3	2	2	1
8030	1	2	1	1	0
8031	1	3	2	1	1
8032	3	2	2	1	1
8033	1	2	2	2	1
8034	2	2	1	2	1
8035	2	1	2	1	1
8036	3	2	1	2	0
8037	1	1	1	1	0
8038	1	1	1	2	0
8039	2	1	1	1	1
8040	3	2	1	1	1
8041	3	3	2	1	1
8042	3	3	2	2	0
8043	2	3	2	2	1
8044	1	2	1	1	0
8045	1	3	2	1	1
8046	3	2	2	1	1
8047	1	2	2	2	1
8048	2	2	1	2	1
8049	2	1	2	1	1
8050	3	2	1	2	0
8051	1	1	1	1	0
8052	1	1	1	2	0
8053	2	1	1	1	1
8054	3	2	1	1	1
8055	3	3	2	1	1
8056	3	3	2	2	0
8057	2	3	2	2	1
8058	1	2	1	1	0
8059	1	3	2	1	1
8060	3	2	2	1	1
8061	1	2	2	2	1
8062	2	2	1	2	1
8063	2	1	2	1	1
8064	3	2	1	2	0
8065	1	1	1	1	0
8066	1	1	1	2	0
8067	2	1	1	1	1
8068	3	2	1	1	1
8069	3	3	2	1	1
8070	3	3	2	2	0
8071	2	3	2	2	1
8072	1	2	1	1	0
8073	1	3	2	1	1
8074	3	2	2	1	1
8075	1	2	2	2	1
8076	2	2	1	2	1
8077	2	1	2	1	1
8078	3	2	1	2	0
8079	1	1	1	1	0
8080	1	1	1	2	0
8081	2	1	1	1	1
8082	3	2	1	1	1
8083	3	3	2	1	1
8084	3	3	2	2	0
8085	2	3	2	2	1
8086	1	2	1	1	0
8087	1	3	2	1	1
8088	3	2	2	1	1
8089	1	2	2	2	1
8090	2	2	1	2	1
8091	2	1	2	1	1
8092	3	2	1	2	0
8093	1	1	1	1	0
8094	1	1	1	2	0
8095	2	1	1	1	1
8096	3	2	1	1	1
8097	3	3	2	1	1
8098	3	3	2	2	0
8099	2	3	2	2	1
8100	1	2	1	1	0
8101	1	3	2	1	1
8102	3	2	2	1	1
8103	1	2	2	2	1
8104	2	2	1	2	1
8105	2	1	2	1	1
8106	3	2	1	2	0
8107	1	1	1	1	0
8108	1	1	1	2	0
8109	2	1	1	1	1
8110	3	2	1	1	1
8111	3	3	2	1	1
8112	3	3	2	2	0
8113	2	3	2	2	1
8114	1	2	1	1	0
8115	1	3	2	1	1
8116	3	2	2	1	1
8117	1	2	2	2	1
8118	2	2	1	2	1
8119	2	1	2	1	1
8120	3	2	1	2	0
8121	1	1	1	1	0
8122	1	1	1	2	0
8123	2	1	1	1	1
8124	3	2	1	1	1
8125	3	3	2	1	1
8126	3	3	2	2	0
8127	2	3	2	2	1
8128	1	2	1	1	0
8129	1	3	2	1	1
8130	3	2	2	1	1
8131	1	2	2	2	1
8132	2	2	1	2	1
8133	2	1	2	1	1
8134	3	2	1	2	0
8135	1	1	1	1	0
8136	1	1	1	2	0
8137	2	1	1	1	1
8138	3	2	1	1	1
8139	3	3	2	1	1
8140	3	3	2	2	0
8141	2	3	2	2	1
8142	1	2	1	1	0
8143	1	3	2	1	1
8144	3	2	2	1	1
8145	1	2	2	2	1
8146	2	2	1	2	1
8147	2	1	2	1	1
8148	3	2	1	2	0
8149	1	1	1	1	0
8150	1	1	1	2	0
8151	2	1	1	1	1
8152	3	2	1	1	1
8153	3	3	2	1	1
8154	3	3	2	2	0
8155	2	3	2	2	1
8156	1	2	1	1	0
8157	1	3	2	1	1
8158	3	2	2	1	1
8159	1	2	2	2	1
8160	2	2	1	2	1
8161	2	1	2	1	1
8162	3	2	1	2	0
8163	1	1	1	1	0
8164	1	1	1	2	0
8165	2	1	1	1	1
8166	3	2	1	1	1
8167	3	3	2	1	1
8168	3	3	2	2	0
8169	2	3	2	2	1
8170	1	2	1	1	0
8171	1	3	2	1	1
8172	3	2	2	1	1
8173	1	2	2	2	1
8174	2	2	1	2	1
8175	2	1	2	1	1
8176	3	2	1	2	0
8177	1	1	1	1	0
8178	1	1	1	2	0
8179	2	1	1	1	1
8180	3	2	1	1	1
8181	3	3	2	1	1
8182	3	3	2	2	0
8183	2	3	2	2	1
8184	1	2	1	1	0
8185	1	3	2	1	1
8186	3	2	2	1	1
8187	1	2	2	2	1
8188	2	2	1	2	1
8189	2	1	2	1	1
8190	3	2	1	2	0
8191	1	1	1	1	0
8192	1	1	1	2	0
8193	2	1	1	1	1
8194	3	2	1	1	1
8195	3	3	2	1	1
8196	3	3	2	2	0
8197	2	3	2	2	1
8198	1	2	1	1	0
8199	1	3	2	1	1
8200	3	2	2	1	1
8201	1	2	2	2	1
8202	2	2	1	2	1
8203	2	1	2	1	1
8204	3	2	1	2	0
8205	1	1	1	1	0
8206	1	1	1	2	0
8207	2	1	1	1	1
8208	3	2	1	1	1
8209	3	3	2	1	1
8210	3	3	2	2	0
8211	2	3	2	2	1
8212	1	2	1	1	0
8213	1	3	2	1	1
8214	3	2	2	1	1
8215	1	2	2	2	1
8216	2	2	1	2	1
8217	2	1	2	1	1
8218	3	2	1	2	0
8219	1	1	1	1	0
8220	1	1	1	2	0
8221	2	1	1	1	1
8222	3	2	1	1	1
8223	3	3	2	1	1
8224	3	3	2	2	0
8225	2	3	2	2	1
8226	1	2	1	1	0
8227	1	3	2	1	1
8228	3	2	2	1	1
8229	1	2	2	2	1
8230	2	2	1	2	1
8231	2	1	2	1	1
8232	3	2	1	2	0
8233	1	1	1	1	0
8234	1	1	1	2	0
8235	2	1	1	1	1
8236	3	2	1	1	1
8237	3	3	2	1	1
8238	3	3	2	2	0
8239	2	3	2	2	1
8240	1	2	1	1	0
8241	1	3	2	1	1
8242	3	2	2	1	1
8243	1	2	2	2	1
8244	2	2	1	2	1
8245	2	1	2	1	1
8246	3	2	1	2	0
8247	1	1	1	1	0
8248	1	1	1	2	0
8249	2	1	1	1	1
8250	3	2	1	1	1
8251	3	3	2	1	1
8252	3	3	2	2	0
8253	2	3	2	2	1
8254	1	2	1	1	0
8255	1	3	2	1	1
8256	3	2	2	1	1
8257	1	2	2	2	1
8258	2	2	1	2	1
8259	2	1	2	1	1
8260	3	2	1	2	0
8261	1	1	1	1	0
8262	1	1	1	2	0
8263	2	1	1	1	1
8264	3	2	1	1	1
8265	3	3	2	1	1
8266	3	3	2	2	0
8267	2	3	2	2	1
8268	1	2	1	1	0
8269	1	3	2	1	1
8270	3	2	2	1	1
8271	1	2	2	2	1
8272	2	2	1	2	1
8273	2	1	2	1	1
8274	3	2	1	2	0
8275	1	1	1	1	0
8276	1	1	1	2	0
8277	2	1	1	1	1
8278	3	2	1	1	1
8279	3	3	2	1	1
8280	3	3	2	2	0
8281	2	3	2	2	1
8282	1	2	1	1	0
8283	1	3	2	1	1
8284	3	2	2	1	1
8285	1	2	2	2	1
8286	2	2	1	2	1
8287	2	1	2	1	1
8288	3	2	1	2	0
8289	1	1	1	1	0
8290	1	1	1	2	0
8291	2	1	1	1	1
8292	3	2	1	1	1
8293	3	3	2	1	1
8294	3	3	2	2	0
8295	2	3	2	2	1
8296	1	2	1	1	0
8297	1	3	2	1	1
8298	3	2	2	1	1
8299	1	2	2	2	1
8300	2	2	1	2	1
8301	2	1	2	1	1
8302	3	2	1	2	0
8303	1	1	1	1	0
8304	1	1	1	2	0
8305	2	1	1	1	1
8306	3	2	1	1	1
8307	3	3	2	1	1
8308	3	3	2	2	0
8309	2	3	2	2	1
8310	1	2	1	1	0
8311	1	3	2	1	1
8312	3	2	2	1	1
8313	1	2	2	2	1
8314	2	2	1	2	1
8315	2	1	2	1	1
8316	3	2	1	2	0
8317	1	1	1	1	0
8318	1	1	1	2	0
8319	2	1	1	1	1
8320	3	2	1	1	1
8321	3	3	2	1	1
8322	3	3	2	2	0
8323	2	3	2	2	1
8324	1	2	1	1	0
8325	1	3	2	1	1
8326	3	2	2	1	1
8327	1	2	2	2	1
8328	2	2	1	2	1
8329	2	1	2	1	1
8330	3	2	1	2	0
8331	1	1	1	1	0
8332	1	1	1	2	0
8333	2	1	1	1	1
8334	3	2	1	1	1
8335	3	3	2	1	1
8336	3	3	2	2	0
8337	2	3	2	2	1
8338	1	2	1	1	0
8339	1	3	2	1	1
8340	3	2	2	1	1
8341	1	2	2	2	1
8342	2	2	1	2	1
8343	2	1	2	1	1
8344	3	2	1	2	0
8345	1	1	1	1	0
8346	1	1	1	2	0
8347	2	1	1	1	1
8348	3	2	1	1	1
8349	3	3	2	1	1
8350	3	3	2	2	0
8351	2	3	2	2	1
8352	1	2	1	1	0
8353	1	3	2	1	1
8354	3	2	2	1	1
8355	1	2	2	2	1
8356	2	2	1	2	1
8357	2	1	2	1	1
8358	3	2	1	2	0
8359	1	1	1	1	0
8360	1	1	1	2	0
8361	2	1	1	1	1
8362	3	2	1	1	1
8363	3	3	2	1	1
8364	3	3	2	2	0
8365	2	3	2	2	1
8366	1	2	1	1	0
8367	1	3	2	1	1
8368	3	2	2	1	1
8369	1	2	2	2	1
8370	2	2	1	2	1
8371	2	1	2	1	1
8372	3	2	1	2	0
8373	1	1	1	1	0
8374	1	1	1	2	0
8375	2	1	1	1	1
8376	3	2	1	1	1
8377	3	3	2	1	1
8378	3	3	2	2	0
8379	2	3	2	2	1
8380	1	2	1	1	0
8381	1	3	2	1	1
8382	3	2	2	1	1
8383	1	2	2	2	1
8384	2	2	1	2	1
8385	2	1	2	1	1
8386	3	2	1	2	0
8387	1	1	1	1	0
8388	1	1	1	2	0
8389	2	1	1	1	1
8390	3	2	1	1	1
8391	3	3	2	1	1
8392	3	3	2	2	0
8393	2	3	2	2	1
8394	1	2	1	1	0
8395	1	3	2	1	1
8396	3	2	2	1	1
8397	1	2	2	2	1
8398	2	2	1	2	1
8399	2	1	2	1	1
8400	3	2	1	2	0
8401	1	1	1	1	0
8402	1	1	1	2	0
8403	2	1	1	1	1
8404	3	2	1	1	1
8405	3	3	2	1	1
8406	3	3	2	2	0
8407	2	3	2	2	1
8408	1	2	1	1	0
8409	1	3	2	1	1
8410	3	2	2	1	1
8411	1	2	2	2	1
8412	2	2	1	2	1
8413	2	1	2	1	1
8414	3	2	1	2	0
8415	1	1	1	1	0
8416	1	1	1	2	0
8417	2	1	1	1	1
8418	3	2	1	1	1
8419	3	3	2	1	1
8420	3	3	2	2	0
8421	2	3	2	2	1
8422	1	2	1	1	0
8423	1	3	2	1	1
8424	3	2	2	1	1
8425	1	2	2	2	1
8426	2	2	1	2	1
8427	2	1	2	1	1
8428	3	2	1	2	0
8429	1	1	1	1	0
8430	1	1	1	2	0
8431	2	1	1	1	1
8432	3	2	1	1	1
8433	3	3	2	1	1
8434	3	3	2	2	0
8435	2	3	2	2	1
8436	1	2	1	1	0
8437	1	3	2	1	1
8438	3	2	2	1	1
8439	1	2	2	2	1
8440	2	2	1	2	1
8441	2	1	2	1	1
8442	3	2	1	2	0
8443	1	1	1	1	0
8444	1	1	1	2	0
8445	2	1	1	1	1
8446	3	2	1	1	1
8447	3	3	2	1	1
8448	3	3	2	2	0
8449	2	3	2	2	1
8450	1	2	1	1	0
8451	1	3	2	1	1
8452	3	2	2	1	1
8453	1	2	2	2	1
8454	2	2	1	2	1
8455	2	1	2	1	1
8456	3	2	1	2	0
8457	1	1	1	1	0
8458	1	1	1	2	0
8459	2	1	1	1	1
8460	3	2	1	1	1
8461	3	3	2	1	1
8462	3	3	2	2	0
8463	2	3	2	2	1
8464	1	2	1	1	0
8465	1	3	2	1	1
8466	3	2	2	1	1
8467	1	2	2	2	1
8468	2	2	1	2	1
8469	2	1	2	1	1
8470	3	2	1	2	0
8471	1	1	1	1	0
8472	1	1	1	2	0
8473	2	1	1	1	1
8474	3	2	1	1	1
8475	3	3	2	1	1
8476	3	3	2	2	0
8477	2	3	2	2	1
8478	1	2	1	1	0
8479	1	3	2	1	1
8480	3	2	2	1	1
8481	1	2	2	2	1
8482	2	2	1	2	1
8483	2	1	2	1	1
8484	3	2	1	2	0
8485	1	1	1	1	0
8486	1	1	1	2	0
8487	2	1	1	1	1
8488	3	2	1	1	1
8489	3	3	2	1	1
8490	3	3	2	2	0
8491	2	3	2	2	1
8492	1	2	1	1	0
8493	1	3	2	1	1
8494	3	2	2	1	1
8495	1	2	2	2	1
8496	2	2	1	2	1
8497	2	1	2	1	1
8498	3	2	1	2	0
8499	1	1	1	1	0
8500	1	1	1	2	0
8501	2	1	1	1	1
8502	3	2	1	1	1
8503	3	3	2	1	1
8504	3	3	2	2	0
8505	2	3	2	2	1
8506	1	2	1	1	0
8507	1	3	2	1	1
8508	3	2	2	1	1
8509	1	2	2	2	1
8510	2	2	1	2	1
8511	2	1	2	1	1
8512	3	2	1	2	0
8513	1	1	1	1	0
8514	1	1	1	2	0
8515	2	1	1	1	1
8516	3	2	1	1	1
8517	3	3	2	1	1
8518	3	3	2	2	0
8519	2	3	2	2	1
8520	1	2	1	1	0
8521	1	3	2	1	1
8522	3	2	2	1	1
8523	1	2	2	2	1
8524	2	2	1	2	1
8525	2	1	2	1	1
8526	3	2	1	2	0
8527	1	1	1	1	0
8528	1	1	1	2	0
8529	2	1	1	1	1
8530	3	2	1	1	1
8531	3	3	2	1	1
8532	3	3	2	2	0
8533	2	3	2	2	1
8534	1	2	1	1	0
8535	1	3	2	1	1
8536	3	2	2	1	1
8537	1	2	2	2	1
8538	2	2	1	2	1
8539	2	1	2	1	1
8540	3	2	1	2	0
8541	1	1	1	1	0
8542	1	1	1	2	0
8543	2	1	1	1	1
8544	3	2	1	1	1
8545	3	3	2	1	1
8546	3	3	2	2	0
8547	2	3	2	2	1
8548	1	2	1	1	0
8549	1	3	2	1	1
8550	3	2	2	1	1
8551	1	2	2	2	1
8552	2	2	1	2	1
8553	2	1	2	1	1
8554	3	2	1	2	0
8555	1	1	1	1	0
8556	1	1	1	2	0
8557	2	1	1	1	1
8558	3	2	1	1	1
8559	3	3	2	1	1
8560	3	3	2	2	0
8561	2	3	2	2	1
8562	1	2	1	1	0
8563	1	3	2	1	1
8564	3	2	2	1	1
8565	1	2	2	2	1
8566	2	2	1	2	1
8567	2	1	2	1	1
8568	3	2	1	2	0
8569	1	1	1	1	0
8570	1	1	1	2	0
8571	2	1	1	1	1
8572	3	2	1	1	1
8573	3	3	2	1	1
8574	3	3	2	2	0
8575	2	3	2	2	1
8576	1	2	1	1	0
8577	1	3	2	1	1
8578	3	2	2	1	1
8579	1	2	2	2	1
8580	2	2	1	2	1
8581	2	1	2	1	1
8582	3	2	1	2	0
8583	1	1	1	1	0
8584	1	1	1	2	0
8585	2	1	1	1	1
8586	3	2	1	1	1
8587	3	3	2	1	1
8588	3	3	2	2	0
8589	2	3	2	2	1
8590	1	2	1	1	0
8591	1	3	2	1	1
8592	3	2	2	1	1
8593	1	2	2	2	1
8594	2	2	1	2	1
8595	2	1	2	1	1
8596	3	2	1	2	0
8597	1	1	1	1	0
8598	1	1	1	2	0
8599	2	1	1	1	1
8600	3	2	1	1	1
8601	3	3	2	1	1
8602	3	3	2	2	0
8603	2	3	2	2	1
8604	1	2	1	1	0
8605	1	3	2	1	1
8606	3	2	2	1	1
8607	1	2	2	2	1
8608	2	2	1	2	1
8609	2	1	2	1	1
8610	3	2	1	2	0
8611	1	1	1	1	0
8612	1	1	1	2	0
8613	2	1	1	1	1
8614	3	2	1	1	1
8615	3	3	2	1	1
8616	3	3	2	2	0
8617	2	3	2	2	1
8618	1	2	1	1	0
8619	1	3	2	1	1
8620	3	2	2	1	1
8621	1	2	2	2	1
8622	2	2	1	2	1
8623	2	1	2	1	1
8624	3	2	1	2	0
8625	1	1	1	1	0
8626	1	1	1	2	0
8627	2	1	1	1	1
8628	3	2	1	1	1
8629	3	3	2	1	1
8630	3	3	2	2	0
8631	2	3	2	2	1
8632	1	2	1	1	0
8633	1	3	2	1	1
8634	3	2	2	1	1
8635	1	2	2	2	1
8636	2	2	1	2	1
8637	2	1	2	1	1
8638	3	2	1	2	0
8639	1	1	1	1	0
8640	1	1	1	2	0
8641	2	1	1	1	1
8642	3	2	1	1	1
8643	3	3	2	1	1
8644	3	3	2	2	0
8645	2	3	2	2	1
8646	1	2	1	1	0
8647	1	3	2	1	1
8648	3	2	2	1	1
8649	1	2	2	2	1
8650	2	2	1	2	1
8651	2	1	2	1	1
8652	3	2	1	2	0
8653	1	1	1	1	0
8654	1	1	1	2	0
8655	2	1	1	1	1
8656	3	2	1	1	1
8657	3	3	2	1	1
8658	3	3	2	2	0
8659	2	3	2	2	1
8660	1	2	1	1	0
8661	1	3	2	1	1
8662	3	2	2	1	1
8663	1	2	2	2	1
8664	2	2	1	2	1
8665	2	1	2	1	1
8666	3	2	1	2	0
8667	1	1	1	1	0
8668	1	1	1	2	0
8669	2	1	1	1	1
8670	3	2	1	1	1
8671	3	3	2	1	1
8672	3	3	2	2	0
8673	2	3	2	2	1
8674	1	2	1	1	0
8675	1	3	2	1	1
8676	3	2	2	1	1
8677	1	2	2	2	1
8678	2	2	1	2	1
8679	2	1	2	1	1
8680	3	2	1	2	0
8681	1	1	1	1	0
8682	1	1	1	2	0
8683	2	1	1	1	1
8684	3	2	1	1	1
8685	3	3	2	1	1
8686	3	3	2	2	0
8687	2	3	2	2	1
8688	1	2	1	1	0
8689	1	3	2	1	1
8690	3	2	2	1	1
8691	1	2	2	2	1
8692	2	2	1	2	1
8693	2	1	2	1	1
8694	3	2	1	2	0
8695	1	1	1	1	0
8696	1	1	1	2	0
8697	2	1	1	1	1
8698	3	2	1	1	1
8699	3	3	2	1	1
8700	3	3	2	2	0
8701	2	3	2	2	1
8702	1	2	1	1	0
8703	1	3	2	1	1
8704	3	2	2	1	1
8705	1	2	2	2	1
8706	2	2	1	2	1
8707	2	1	2	1	1
8708	3	2	1	2	0
8709	1	1	1	1	0
8710	1	1	1	2	0
8711	2	1	1	1	1
8712	3	2	1	1	1
8713	3	3	2	1	1
8714	3	3	2	2	0
8715	2	3	2	2	1
8716	1	2	1	1	0
8717	1	3	2	1	1
8718	3	2	2	1	1
8719	1	2	2	2	1
8720	2	2	1	2	1
8721	2	1	2	1	1
8722	3	2	1	2	0
8723	1	1	1	1	0
8724	1	1	1	2	0
8725	2	1	1	1	1
8726	3	2	1	1	1
8727	3	3	2	1	1
8728	3	3	2	2	0
8729	2	3	2	2	1
8730	1	2	1	1	0
8731	1	3	2	1	1
8732	3	2	2	1	1
8733	1	2	2	2	1
8734	2	2	1	2	1
8735	2	1	2	1	1
8736	3	2	1	2	0
8737	1	1	1	1	0
8738	1	1	1	2	0
8739	2	1	1	1	1
8740	3	2	1	1	1
8741	3	3	2	1	1
8742	3	3	2	2	0
8743	2	3	2	2	1
8744	1	2	1	1	0
8745	1	3	2	1	1
8746	3	2	2	1	1
8747	1	2	2	2	1
8748	2	2	1	2	1
8749	2	1	2	1	1
8750	3	2	1	2	0
8751	1	1	1	1	0
8752	1	1	1	2	0
8753	2	1	1	1	1
8754	3	2	1	1	1
8755	3	3	2	1	1
8756	3	3	2	2	0
8757	2	3	2	2	1
8758	1	2	1	1	0
8759	1	3	2	1	1
8760	3	2	2	1	1
8761	1	2	2	2	1
8762	2	2	1	2	1
8763	2	1	2	1	1
8764	3	2	1	2	0
8765	1	1	1	1	0
8766	1	1	1	2	0
8767	2	1	1	1	1
8768	3	2	1	1	1
8769	3	3	2	1	1
8770	3	3	2	2	0
8771	2	3	2	2	1
8772	1	2	1	1	0
8773	1	3	2	1	1
8774	3	2	2	1	1
8775	1	2	2	2	1
8776	2	2	1	2	1
8777	2	1	2	1	1
8778	3	2	1	2	0
8779	1	1	1	1	0
8780	1	1	1	2	0
8781	2	1	1	1	1
8782	3	2	1	1	1
8783	3	3	2	1	1
8784	3	3	2	2	0
8785	2	3	2	2	1
8786	1	2	1	1	0
8787	1	3	2	1	1
8788	3	2	2	1	1
8789	1	2	2	2	1
8790	2	2	1	2	1
8791	2	1	2	1	1
8792	3	2	1	2	0
8793	1	1	1	1	0
8794	1	1	1	2	0
8795	2	1	1	1	1
8796	3	2	1	1	1
8797	3	3	2	1	1
8798	3	3	2	2	0
8799	2	3	2	2	1
8800	1	2	1	1	0
8801	1	3	2	1	1
8802	3	2	2	1	1
8803	1	2	2	2	1
8804	2	2	1	2	1
8805	2	1	2	1	1
8806	3	2	1	2	0
8807	1	1	1	1	0
8808	1	1	1	2	0
8809	2	1	1	1	1
8810	3	2	1	1	1
8811	3	3	2	1	1
8812	3	3	2	2	0
8813	2	3	2	2	1
8814	1	2	1	1	0
8815	1	3	2	1	1
8816	3	2	2	1	1
8817	1	2	2	2	1
8818	2	2	1	2	1
8819	2	1	2	1	1
8820	3	2	1	2	0
8821	1	1	1	1	0
8822	1	1	1	2	0
8823	2	1	1	1	1
8824	3	2	1	1	1
8825	3	3	2	1	1
8826	3	3	2	2	0
8827	2	3	2	2	1
8828	1	2	1	1	0
8829	1	3	2	1	1
8830	3	2	2	1	1
8831	1	2	2	2	1
8832	2	2	1	2	1
8833	2	1	2	1	1
8834	3	2	1	2	0
8835	1	1	1	1	0
8836	1	1	1	2	0
8837	2	1	1	1	1
8838	3	2	1	1	1
8839	3	3	2	1	1
8840	3	3	2	2	0
8841	2	3	2	2	1
8842	1	2	1	1	0
8843	1	3	2	1	1
8844	3	2	2	1	1
8845	1	2	2	2	1
8846	2	2	1	2	1
8847	2	1	2	1	1
8848	3	2	1	2	0
8849	1	1	1	1	0
8850	1	1	1	2	0
8851	2	1	1	1	1
8852	3	2	1	1	1
8853	3	3	2	1	1
8854	3	3	2	2	0
8855	2	3	2	2	1
8856	1	2	1	1	0
8857	1	3	2	1	1
8858	3	2	2	1	1
8859	1	2	2	2	1
8860	2	2	1	2	1
8861	2	1	2	1	1
8862	3	2	1	2	0
8863	1	1	1	1	0
8864	1	1	1	2	0
8865	2	1	1	1	1
8866	3	2	1	1	1
8867	3	3	2	1	1
8868	3	3	2	2	0
8869	2	3	2	2	1
8870	1	2	1	1	0
8871	1	3	2	1	1
8872	3	2	2	1	1
8873	1	2	2	2	1
8874	2	2	1	2	1
8875	2	1	2	1	1
8876	3	2	1	2	0
8877	1	1	1	1	0
8878	1	1	1	2	0
8879	2	1	1	1	1
8880	3	2	1	1	1
8881	3	3	2	1	1
8882	3	3	2	2	0
8883	2	3	2	2	1
8884	1	2	1	1	0
8885	1	3	2	1	1
8886	3	2	2	1	1
8887	1	2	2	2	1
8888	2	2	1	2	1
8889	2	1	2	1	1
8890	3	2	1	2	0
8891	1	1	1	1	0
8892	1	1	1	2	0
8893	2	1	1	1	1
8894	3	2	1	1	1
8895	3	3	2	1	1
8896	3	3	2	2	0
8897	2	3	2	2	1
8898	1	2	1	1	0
8899	1	3	2	1	1
8900	3	2	2	1	1
8901	1	2	2	2	1
8902	2	2	1	2	1
8903	2	1	2	1	1
8904	3	2	1	2	0
8905	1	1	1	1	0
8906	1	1	1	2	0
8907	2	1	1	1	1
8908	3	2	1	1	1
8909	3	3	2	1	1
8910	3	3	2	2	0
8911	2	3	2	2	1
8912	1	2	1	1	0
8913	1	3	2	1	1
8914	3	2	2	1	1
8915	1	2	2	2	1
8916	2	2	1	2	1
8917	2	1	2	1	1
8918	3	2	1	2	0
8919	1	1	1	1	0
8920	1	1	1	2	0
8921	2	1	1	1	1
8922	3	2	1	1	1
8923	3	3	2	1	1
8924	3	3	2	2	0
8925	2	3	2	2	1
8926	1	2	1	1	0
8927	1	3	2	1	1
8928	3	2	2	1	1
8929	1	2	2	2	1
8930	2	2	1	2	1
8931	2	1	2	1	1
8932	3	2	1	2	0
8933	1	1	1	1	0
8934	1	1	1	2	0
8935	2	1	1	1	1
8936	3	2	1	1	1
8937	3	3	2	1	1
8938	3	3	2	2	0
8939	2	3	2	2	1
8940	1	2	1	1	0
8941	1	3	2	1	1
8942	3	2	2	1	1
8943	1	2	2	2	1
8944	2	2	1	2	1
8945	2	1	2	1	1
8946	3	2	1	2	0
8947	1	1	1	1	0
8948	1	1	1	2	0
8949	2	1	1	1	1
8950	3	2	1	1	1
8951	3	3	2	1	1
8952	3	3	2	2	0
8953	2	3	2	2	1
8954	1	2	1	1	0
8955	1	3	2	1	1
8956	3	2	2	1	1
8957	1	2	2	2	1
8958	2	2	1	2	1
8959	2	1	2	1	1
8960	3	2	1	2	0
8961	1	1	1	1	0
8962	1	1	1	2	0
8963	2	1	1	1	1
8964	3	2	1	1	1
8965	3	3	2	1	1
8966	3	3	2	2	0
8967	2	3	2	2	1
8968	1	2	1	1	0
8969	1	3	2	1	1
8970	3	2	2	1	1
8971	1	2	2	2	1
8972	2	2	1	2	1
8973	2	1	2	1	1
8974	3	2	1	2	0
8975	1	1	1	1	0
8976	1	1	1	2	0
8977	2	1	1	1	1
8978	3	2	1	1	1
8979	3	3	2	1	1
8980	3	3	2	2	0
8981	2	3	2	2	1
8982	1	2	1	1	0
8983	1	3	2	1	1
8984	3	2	2	1	1
8985	1	2	2	2	1
8986	2	2	1	2	1
8987	2	1	2	1	1
8988	3	2	1	2	0
8989	1	1	1	1	0
8990	1	1	1	2	0
8991	2	1	1	1	1
8992	3	2	1	1	1
8993	3	3	2	1	1
8994	3	3	2	2	0
8995	2	3	2	2	1
8996	1	2	1	1	0
8997	1	3	2	1	1
8998	3	2	2	1	1
8999	1	2	2	2	1
9000	2	2	1	2	1
9001	2	1	2	1	1
9002	3	2	1	2	0
9003	1	1	1	1	0
9004	1	1	1	2	0
9005	2	1	1	1	1
9006	3	2	1	1	1
9007	3	3	2	1	1
9008	3	3	2	2	0
9009	2	3	2	2	1
9010	1	2	1	1	0
9011	1	3	2	1	1
9012	3	2	2	1	1
9013	1	2	2	2	1
9014	2	2	1	2	1
9015	2	1	2	1	1
9016	3	2	1	2	0
9017	1	1	1	1	0
9018	1	1	1	2	0
9019	2	1	1	1	1
9020	3	2	1	1	1
9021	3	3	2	1	1
9022	3	3	2	2	0
9023	2	3	2	2	1
9024	1	2	1	1	0
9025	1	3	2	1	1
9026	3	2	2	1	1
9027	1	2	2	2	1
9028	2	2	1	2	1
9029	2	1	2	1	1
9030	3	2	1	2	0
9031	1	1	1	1	0
9032	1	1	1	2	0
9033	2	1	1	1	1
9034	3	2	1	1	1
9035	3	3	2	1	1
9036	3	3	2	2	0
9037	2	3	2	2	1
9038	1	2	1	1	0
9039	1	3	2	1	1
9040	3	2	2	1	1
9041	1	2	2	2	1
9042	2	2	1	2	1
9043	2	1	2	1	1
9044	3	2	1	2	0
9045	1	1	1	1	0
9046	1	1	1	2	0
9047	2	1	1	1	1
9048	3	2	1	1	1
9049	3	3	2	1	1
9050	3	3	2	2	0
9051	2	3	2	2	1
9052	1	2	1	1	0
9053	1	3	2	1	1
9054	3	2	2	1	1
9055	1	2	2	2	1
9056	2	2	1	2	1
9057	2	1	2	1	1
9058	3	2	1	2	0
9059	1	1	1	1	0
9060	1	1	1	2	0
9061	2	1	1	1	1
9062	3	2	1	1	1
9063	3	3	2	1	1
9064	3	3	2	2	0
9065	2	3	2	2	1
9066	1	2	1	1	0
9067	1	3	2	1	1
